Magnitude,Depth,destruction,Victim's reaction,Intensity
4.9,4.0,2,3,4
7.8,24.0,1,2,3
6.4,10.0,6,7,8
7.2,10.0,8,9,10
6.3,33.0,4,5,6
6.8,10.0,7,8,9
6.5,8.2,5,6,7
6.6,27.8,2,3,4
6.6,10.0,6,7,8
7.0,114.1,5,6,7
7.2,14.0,3,4,5
7.8,100.0,9,10,11
6.4,8.0,7,8,9
6.6,139.4,3,4,5
6.6,9.45,3,4,5
6.7,33.0,4,5,6
5.6,15.0,6,7,8
6.8,16.0,4,5,6
6.5,9.0,5,6,7
7.3,212.0,4,5,6
6.5,11.0,5,6,7
5.6,25.0,5,6,7
7.0,14.0,5,6,7
6.4,15.0,5,6,7
6.8,12.0,5,6,7
6.7,573.0,1,2,3
6.6,18.0,4,5,6
7.6,25.0,8,9,10
6.6,7.0,1,2,3
6.6,14.0,4,5,6
6.8,50.0,5,6,7
5.3,33.0,5,6,7
5.3,10.0,5,6,7
6.6,15.0,6,7,8
6.2,10.0,1,2,3
6.7,46.0,4,5,6
6.5,12.0,5,6,7
4.7,10.0,4,5,6
6.8,164.2,3,4,5
7.5,57.0,4,5,6
8.2,32.0,6,7,8
7.2,10.0,7,8,9
6.6,15.0,5,6,7
7.9,19.0,7,8,9
6.9,36.4,5,6,7
7.8,10.0,7,8,9
5.5,17.0,6,7,8
6.0,23.0,4,5,6
6.7,223.0,4,5,6
6.9,93.0,5,6,7
6.5,29.0,8,9,10
6.0,18.0,1,2,3
7.1,21.43,3,4,5
8.6,15.0,9,10,11
6.4,29.0,3,4,5
6.5,10.0,6,7,8
6.8,87.0,4,5,6
7.9,135.0,7,8,9
7.1,33.0,4,5,6
6.1,9.0,2,3,4
6.7,18.0,3,4,5
6.9,10.0,2,3,4
7.7,14.86,4,5,6
8.4,40.0,9,10,11
6.6,25.0,6,7,8
5.8,12.0,2,3,4
5.5,15.0,6,7,8
6.7,20.0,4,5,6
7.5,145.0,5,6,7
7.8,20.1,5,6,7
6.5,10.0,5,6,7
7.5,60.0,5,6,7
7.6,586.0,2,3,4
6.9,17.0,7,8,9
6.5,10.0,3,4,5
5.5,33.0,5,6,7
7.6,89.0,5,6,7
6.7,20.0,4,5,6
8.1,33.0,9,10,11
6.5,22.0,4,5,6
7.2,56.0,8,9,10
5.0,10.0,5,6,7
7.3,40.0,6,7,8
7.1,16.0,5,6,7
6.7,15.0,6,7,8
6.6,27.8,2,3,4
6.8,24.0,6,7,8
6.9,33.3,2,3,4
6.9,20.0,8,9,10
7.3,40.0,6,7,8
6.9,26.0,4,5,6
7.9,10.0,7,8,9
6.7,40.8,2,3,4
7.0,15.0,7,8,9
7.5,55.0,5,6,7
5.9,33.0,4,5,6
6.6,10.0,5,6,7
8.3,22.0,7,8,9
7.9,47.0,7,8,9
6.8,33.0,7,8,9
4.6,19.0,6,7,8
6.5,33.0,4,5,6
6.5,38.0,3,4,5
7.3,8.0,7,8,9
6.9,53.0,5,6,7
6.1,6.0,5,6,7
6.7,89.0,4,5,6
6.8,36.0,4,5,6
5.4,35.0,5,6,7
4.3,5.0,6,7,8
6.2,12.0,5,6,7
6.9,10.0,4,5,6
7.8,33.0,7,8,9
6.6,56.0,4,5,6
6.7,4.0,6,7,8
6.6,11.0,6,7,8
6.7,573.0,1,2,3
6.8,15.0,4,5,6
6.7,19.0,3,4,5
6.8,20.0,4,5,6
7.5,230.0,6,7,8
4.8,10.0,3,4,5
6.5,12.06,6,7,8
6.9,21.9,9,10,11
6.6,19.0,4,5,6
7.3,120.0,8,9,10
8.2,30.0,7,8,9
6.5,29.0,6,7,8
7.2,31.0,4,5,6
7.5,18.0,5,6,7
7.8,15.11,7,8,9
6.0,82.0,3,4,5
7.0,33.0,5,6,7
7.8,15.0,3,4,5
5.7,18.0,5,6,7
6.2,10.0,7,8,9
5.1,6.0,5,6,7
6.6,10.0,2,3,4
7.2,25.0,8,9,10
4.9,13.0,5,6,7
6.7,33.0,2,3,4
7.9,43.0,8,9,10
6.6,10.0,4,5,6
7.9,33.0,4,5,6
5.5,33.0,8,9,10
5.7,10.0,6,7,8
6.4,15.0,4,5,6
6.8,42.0,4,5,6
7.0,24.0,5,6,7
6.6,10.0,5,6,7
6.7,31.0,4,5,6
6.5,83.0,4,5,6
6.8,33.0,5,6,7
8.2,25.0,6,7,8
7.2,240.0,5,6,7
5.6,22.0,3,4,5
6.6,30.0,4,5,6
7.1,10.0,5,6,7
7.2,167.404,4,5,6
7.5,33.0,5,6,7
7.1,35.0,2,3,4
5.1,10.0,2,3,4
6.7,595.854,1,2,3
7.7,20.0,3,4,5
7.6,50.0,2,3,4
6.6,27.8,2,3,4
6.9,8.0,7,8,9
6.6,39.0,4,5,6
7.5,38.0,4,5,6
7.4,6.0,7,8,9
6.8,38.12,4,5,6
7.4,225.6,3,4,5
7.3,25.0,5,6,7
6.6,10.0,4,5,6
7.0,19.9,6,7,8
6.8,15.0,4,5,6
5.0,10.0,2,3,4
6.5,119.0,3,4,5
6.8,35.0,4,5,6
6.7,20.49,5,6,7
7.8,24.0,3,4,5
6.5,44.26,1,2,3
7.6,10.0,4,5,6
6.7,21.0,4,5,6
4.9,29.0,2,3,4
6.0,23.0,4,5,6
8.2,35.0,5,6,7
6.9,115.0,2,3,4
6.7,10.0,7,8,9
6.7,11.0,6,7,8
7.1,21.43,3,4,5
6.9,25.0,3,4,5
5.6,18.0,3,4,5
6.7,15.0,7,8,9
7.0,33.0,5,6,7
6.9,24.0,5,6,7
5.9,38.0,4,5,6
5.5,39.0,2,3,4
6.1,15.0,8,9,10
6.1,15.0,6,7,8
7.7,44.0,6,7,8
6.8,50.0,3,4,5
6.8,5.0,2,3,4
6.5,192.955,2,3,4
8.3,22.0,7,8,9
5.9,23.0,4,5,6
6.5,187.589,3,4,5
8.7,33.0,7,8,9
7.4,36.0,4,5,6
7.3,60.0,7,8,9
7.1,33.0,6,7,8
7.9,4.2,7,8,9
6.8,150.0,3,4,5
5.2,1.0,4,5,6
6.6,19.0,5,6,7
5.8,10.0,7,8,9
7.4,24.0,5,6,7
6.8,570.41,1,2,3
6.8,14.0,4,5,6
8.0,20.0,7,8,9
5.8,29.0,5,6,7
7.5,33.0,5,6,7
7.3,21.0,3,4,5
4.3,5.0,5,6,7
5.6,18.0,6,7,8
7.0,33.729,6,7,8
6.6,10.0,8,9,10
6.0,33.0,5,6,7
5.6,4.0,1,2,3
6.8,7.0,8,9,10
7.2,110.0,5,6,7
7.1,10.0,7,8,9
9.0,22.0,5,6,7
4.6,5.0,3,4,5
6.2,19.0,5,6,7
6.5,10.0,2,3,4
8.1,22.79,5,6,7
6.8,122.9,4,5,6
6.5,28.737,5,6,7
4.6,20.0,4,5,6
7.7,35.0,7,8,9
8.2,50.0,9,10,11
5.1,10.0,5,6,7
6.6,53.19,4,5,6
7.5,35.0,3,4,5
6.5,14.83,2,3,4
3.6,10.0,3,4,5
6.5,10.0,6,7,8
6.6,33.0,6,7,8
7.4,30.0,7,8,9
6.8,18.3,4,5,6
7.4,33.0,7,8,9
6.5,20.0,4,5,6
7.2,33.0,5,6,7
8.0,30.0,6,7,8
6.5,20.0,2,3,4
7.6,17.0,8,9,10
8.3,22.44,6,7,8
6.0,38.0,3,4,5
6.7,130.0,9,10,11
6.4,5.0,7,8,9
6.7,24.0,3,4,5
4.9,25.0,3,4,5
5.2,21.0,6,7,8
7.6,12.2,9,10,11
6.8,87.0,4,5,6
5.8,33.0,7,8,9
6.7,223.0,4,5,6
6.8,7.0,8,9,10
6.6,57.92,4,5,6
8.0,39.0,6,7,8
8.0,39.0,6,7,8
6.1,15.0,6,7,8
6.6,35.0,4,5,6
6.5,12.26,5,6,7
6.1,25.0,6,7,8
7.3,40.0,6,7,8
4.6,29.0,4,5,6
6.4,15.0,8,9,10
6.9,20.0,8,9,10
6.6,27.0,3,4,5
6.0,6.0,5,6,7
6.8,24.0,6,7,8
8.0,15.0,8,9,10
8.0,19.0,4,5,6
5.0,6.0,6,7,8
6.8,21.0,5,6,7
6.5,33.0,4,5,6
6.6,12.0,2,3,4
7.5,35.0,8,9,10
8.6,21.0,7,8,9
7.9,55.0,5,6,7
7.4,30.0,8,9,10
7.3,19.0,6,7,8
5.0,23.0,6,7,8
6.0,25.0,6,7,8
5.9,16.0,6,7,8
6.0,27.0,5,6,7
6.5,29.0,8,9,10
7.1,21.43,3,4,5
6.7,12.0,3,4,5
6.5,10.0,6,7,8
6.4,15.0,8,9,10
7.8,14.0,5,6,7
6.5,10.0,4,5,6
7.0,14.0,5,6,7
7.0,12.0,6,7,8
7.1,201.7,3,4,5
7.1,630.0,1,2,3
6.1,64.0,7,8,9
6.8,33.0,5,6,7
6.0,11.0,6,7,8
7.8,50.0,8,9,10
7.0,10.0,8,9,10
6.6,16.0,4,5,6
6.3,20.0,7,8,9
5.3,33.0,5,6,7
7.5,55.0,6,7,8
6.7,461.0,1,2,3
7.8,17.925,7,8,9
6.6,35.0,4,5,6
7.3,31.0,3,4,5
6.7,16.0,5,6,7
6.5,20.0,5,6,7
7.6,25.5,6,7,8
6.6,22.8,4,5,6
7.6,620.56,2,3,4
7.8,8.0,6,7,8
7.9,19.0,7,8,9
7.8,664.0,1,2,3
6.5,35.0,3,4,5
8.0,644.8,2,3,4
6.4,19.0,0,1,2
7.5,18.0,5,6,7
6.6,27.8,2,3,4
7.3,16.0,8,9,10
9.5,33.0,10,11,12
7.0,35.0,4,5,6
6.8,58.0,3,4,5
6.3,93.0,3,4,5
7.9,42.6,5,6,7
6.2,10.0,6,7,8
7.8,60.0,3,4,5
7.1,33.0,4,5,6
8.3,3.0,7,8,9
8.1,33.0,7,8,9
6.9,41.0,4,5,6
6.5,9.0,5,6,7
7.7,40.0,5,6,7
6.5,20.0,4,5,6
5.3,11.0,5,6,7
7.6,10.0,4,5,6
7.0,31.0,4,5,6
6.3,16.0,7,8,9
5.0,8.0,6,7,8
6.8,535.0,1,2,3
5.8,10.0,5,6,7
7.8,12.0,6,7,8
7.6,10.0,5,6,7
5.8,9.0,6,7,8
5.6,27.0,6,7,8
6.8,21.0,3,4,5
6.0,8.0,6,7,8
6.4,15.0,8,9,10
7.8,15.11,7,8,9
6.4,29.0,3,4,5
7.3,527.0,2,3,4
7.1,40.0,6,7,8
5.3,33.0,5,6,7
6.9,29.95,5,6,7
7.2,16.0,2,3,4
7.2,25.0,5,6,7
8.0,45.6,6,7,8
6.5,10.0,5,6,7
6.7,5.0,4,5,6
8.2,32.0,6,7,8
4.7,7.0,5,6,7
3.6,10.0,3,4,5
5.6,11.0,6,7,8
7.8,160.0,8,9,10
8.3,50.0,5,6,7
7.3,10.0,6,7,8
4.2,5.0,4,5,6
5.4,55.0,5,6,7
7.6,15.0,4,5,6
6.6,24.0,6,7,8
6.9,27.0,3,4,5
4.5,10.0,0,1,2
5.6,15.0,6,7,8
7.5,7.0,5,6,7
7.5,57.8,3,4,5
7.8,24.0,3,4,5
6.5,83.0,4,5,6
7.6,60.0,7,8,9
6.7,4.0,6,7,8
7.1,292.0,2,3,4
8.1,90.0,6,7,8
7.5,50.0,7,8,9
7.0,10.0,7,8,9
6.8,15.46,4,5,6
6.2,33.0,6,7,8
8.1,22.79,5,6,7
5.4,10.0,3,4,5
4.6,10.0,4,5,6
6.8,65.0,7,8,9
7.7,15.0,2,3,4
6.5,10.0,5,6,7
7.0,30.0,5,6,7
7.7,10.0,6,7,8
6.7,18.0,4,5,6
8.0,33.0,4,5,6
7.8,27.7,6,7,8
6.5,9.0,5,6,7
9.1,30.0,6,7,8
6.8,42.0,4,5,6
6.9,27.0,3,4,5
6.5,12.26,5,6,7
7.2,15.0,6,7,8
6.0,30.0,6,7,8
6.9,51.6,4,5,6
6.6,67.2,4,5,6
5.3,19.0,5,6,7
6.6,10.0,4,5,6
6.3,15.0,6,7,8
4.8,10.0,4,5,6
7.3,10.0,2,3,4
7.2,36.0,5,6,7
8.1,33.0,7,8,9
7.0,33.729,6,7,8
7.8,28.0,6,7,8
6.7,11.0,4,5,6
7.0,34.0,4,5,6
7.9,33.0,4,5,6
6.3,23.0,6,7,8
5.9,1.0,9,10,11
6.9,27.0,3,4,5
5.8,10.0,8,9,10
8.4,40.0,9,10,11
7.0,28.41,5,6,7
6.9,30.0,5,6,7
7.0,2.0,4,5,6
6.6,10.0,7,8,9
7.4,225.6,3,4,5
7.0,9.0,3,4,5
6.9,10.0,1,2,3
6.8,13.0,2,3,4
5.2,22.0,4,5,6
7.8,664.0,4,5,6
6.5,33.0,5,6,7
7.7,60.0,7,8,9
6.8,39.0,3,4,5
7.0,22.0,3,4,5
5.8,10.0,5,6,7
5.5,15.0,5,6,7
6.5,228.4,2,3,4
6.2,17.0,5,6,7
6.1,6.0,5,6,7
6.6,17.0,5,6,7
7.0,13.0,5,6,7
6.8,82.0,4,5,6
5.1,5.0,4,5,6
8.0,33.0,6,7,8
6.7,5.0,7,8,9
7.3,385.5,2,3,4
6.8,50.0,5,6,7
7.1,102.0,5,6,7
7.1,28.4,4,5,6
7.7,17.0,5,6,7
7.0,115.0,5,6,7
6.8,35.0,5,6,7
7.0,66.0,5,6,7
7.8,59.3,7,8,9
6.6,10.0,2,3,4
4.0,10.0,2,3,4
7.2,177.0,5,6,7
6.6,33.0,5,6,7
5.1,10.0,7,8,9
6.5,30.0,4,5,6
7.0,37.0,4,5,6
6.7,12.0,5,6,7
7.1,525.0,1,2,3
7.1,201.7,3,4,5
6.6,18.0,4,5,6
7.1,35.0,2,3,4
6.5,402.0,1,2,3
7.8,30.0,5,6,7
7.2,10.0,8,9,10
6.4,19.0,6,7,8
7.6,90.0,5,6,7
7.1,10.0,7,8,9
7.9,43.0,8,9,10
6.7,33.0,4,5,6
6.7,33.0,4,5,6
8.3,60.0,8,9,10
7.1,18.0,4,5,6
5.5,39.0,2,3,4
6.7,12.0,8,9,10
4.9,3.0,2,3,4
8.2,25.1,4,5,6
7.4,23.0,5,6,7
8.4,33.0,6,7,8
5.1,10.0,2,3,4
6.7,34.0,4,5,6
6.6,35.0,4,5,6
6.5,5.0,5,6,7
6.4,21.0,3,4,5
7.4,173.7,4,5,6
7.4,23.0,5,6,7
7.0,33.0,5,6,7
6.6,49.5,5,6,7
6.1,15.0,5,6,7
6.5,33.0,4,5,6
6.7,21.0,4,5,6
7.1,32.8,4,5,6
4.7,10.0,5,6,7
5.5,8.0,6,7,8
6.9,120.0,8,9,10
7.1,9.0,7,8,9
6.6,33.0,4,5,6
6.8,21.0,3,4,5
6.5,220.0,2,3,4
7.1,125.6,5,6,7
6.6,25.0,6,7,8
7.5,280.0,3,4,5
7.0,40.0,9,10,11
8.0,100.0,5,6,7
8.3,3.0,7,8,9
6.6,16.0,4,5,6
7.5,31.0,5,6,7
7.2,33.0,4,5,6
6.5,598.925,0,1,2
6.9,12.0,4,5,6
6.7,19.0,4,5,6
9.1,29.0,7,8,9
5.7,18.0,6,7,8
8.3,598.1,3,4,5
8.2,600.0,2,3,4
6.5,20.0,4,5,6
5.5,54.0,3,4,5
6.8,55.0,5,6,7
6.4,15.0,6,7,8
6.5,45.8,4,5,6
7.1,33.0,6,7,8
6.8,35.0,4,5,6
7.5,5.0,7,8,9
7.1,35.0,5,6,7
5.1,10.0,7,8,9
5.8,15.0,5,6,7
8.6,33.0,9,10,11
7.2,31.0,4,5,6
6.5,209.976,2,3,4
6.5,20.0,2,3,4
7.0,18.0,5,6,7
6.9,26.0,2,3,4
7.0,10.0,4,5,6
6.7,31.0,4,5,6
6.8,33.0,7,8,9
7.0,10.0,7,8,9
6.8,12.0,5,6,7
7.5,40.0,8,9,10
6.0,63.0,6,7,8
6.9,26.0,2,3,4
6.8,26.0,5,6,7
6.6,17.0,5,6,7
7.3,385.5,2,3,4
7.3,100.0,8,9,10
7.5,100.0,7,8,9
6.7,10.0,5,6,7
7.5,10.0,7,8,9
6.6,25.0,6,7,8
6.8,20.0,7,8,9
7.2,110.0,5,6,7
7.1,15.0,9,10,11
4.7,10.0,4,5,6
6.6,12.0,6,7,8
6.9,5.0,5,6,7
6.3,135.0,5,6,7
7.0,39.0,5,6,7
6.9,188.6,3,4,5
7.3,627.17,1,2,3
6.5,460.0,2,3,4
6.6,20.0,5,6,7
6.7,20.0,5,6,7
7.7,33.0,7,8,9
6.6,164.6,3,4,5
9.5,25.0,10,11,12
6.6,96.0,4,5,6
8.5,70.0,9,10,11
6.7,23.0,4,5,6
7.7,10.0,6,7,8
6.7,64.0,3,4,5
7.1,25.0,7,8,9
8.4,33.0,6,7,8
7.2,22.0,5,6,7
7.3,10.0,6,7,8
9.3,10.0,7,8,9
6.0,8.0,6,7,8
6.6,33.0,4,5,6
7.2,25.0,5,6,7
6.9,535.0,1,2,3
7.7,50.0,5,6,7
6.7,127.9,4,5,6
7.2,120.0,5,6,7
7.7,35.0,7,8,9
7.0,9.0,3,4,5
7.3,33.0,5,6,7
6.2,25.0,9,10,11
4.5,5.0,5,6,7
6.8,21.0,3,4,5
6.6,14.0,4,5,6
6.7,32.0,4,5,6
6.6,13.0,3,4,5
7.6,35.0,5,6,7
7.7,9.0,7,8,9
6.7,127.9,4,5,6
7.2,24.0,5,6,7
6.8,60.0,9,10,11
7.6,15.0,7,8,9
7.2,22.0,5,6,7
6.5,122.0,3,4,5
7.3,40.0,4,5,6
7.1,15.0,7,8,9
6.5,28.9,3,4,5
6.5,228.4,2,3,4
5.4,55.0,5,6,7
6.9,28.0,7,8,9
6.5,33.93,4,5,6
7.1,23.0,3,4,5
5.9,21.0,5,6,7
8.0,33.0,8,9,10
6.7,31.0,4,5,6
6.6,128.1,3,4,5
6.5,123.8,3,4,5
6.3,15.0,6,7,8
4.5,7.0,4,5,6
6.2,13.0,8,9,10
6.5,246.0,2,3,4
6.6,10.0,5,6,7
7.5,8.7,4,5,6
7.8,20.1,5,6,7
6.5,33.0,4,5,6
6.5,56.0,4,5,6
5.6,32.0,4,5,6
6.5,105.0,3,4,5
5.9,33.0,6,7,8
6.9,33.0,4,5,6
6.8,33.0,4,5,6
6.6,10.0,4,5,6
7.9,670.81,2,3,4
7.4,43.0,5,6,7
7.3,15.0,6,7,8
6.7,12.0,2,3,4
7.1,39.0,5,6,7
7.8,33.0,8,9,10
7.6,15.0,8,9,10
8.6,60.0,5,6,7
7.1,58.0,5,6,7
6.5,10.0,6,7,8
6.6,181.0,2,3,4
7.4,30.0,5,6,7
6.2,84.0,5,6,7
6.7,23.0,4,5,6
7.7,20.0,9,10,11
6.0,5.0,4,5,6
7.2,16.37,3,4,5
7.5,41.0,5,6,7
6.8,150.0,3,4,5
7.2,33.0,5,6,7
7.1,28.4,4,5,6
7.3,10.0,8,9,10
6.7,624.0,1,2,3
7.8,8.0,6,7,8
7.7,30.0,8,9,10
6.4,15.0,4,5,6
6.6,33.0,4,5,6
7.7,33.0,5,6,7
6.7,11.0,5,6,7
5.8,22.0,5,6,7
7.5,47.23,4,5,6
6.6,10.0,4,5,6
6.7,30.0,3,4,5
7.1,27.0,6,7,8
6.6,10.0,6,7,8
6.5,15.0,8,9,10
6.8,12.0,5,6,7
7.2,240.0,5,6,7
5.5,8.0,2,3,4
7.7,20.0,3,4,5
6.5,8.0,7,8,9
7.8,24.0,1,2,3
6.2,8.0,6,7,8
5.5,33.0,8,9,10
7.0,21.0,5,6,7
6.6,31.0,3,4,5
6.7,15.0,5,6,7
8.0,10.0,6,7,8
6.6,27.0,4,5,6
8.8,20.0,7,8,9
8.2,20.0,7,8,9
8.1,24.0,6,7,8
8.0,100.0,5,6,7
6.5,20.0,5,6,7
4.9,8.0,5,6,7
5.4,30.0,3,4,5
7.3,15.0,5,6,7
6.7,24.0,4,5,6
7.3,40.0,4,5,6
8.1,20.0,8,9,10
6.6,7.0,5,6,7
6.5,12.0,5,6,7
6.8,44.0,4,5,6
6.5,10.0,6,7,8
7.6,15.0,8,9,10
8.8,22.9,6,7,8
6.7,8.0,6,7,8
7.8,30.0,5,6,7
6.3,33.0,7,8,9
6.0,10.0,5,6,7
6.6,15.0,7,8,9
6.5,20.0,3,4,5
6.9,205.681,3,4,5
6.3,12.0,5,6,7
7.9,60.0,7,8,9
6.3,16.0,7,8,9
5.7,6.0,6,7,8
6.1,37.0,4,5,6
6.5,24.0,4,5,6
6.6,33.0,4,5,6
8.1,38.0,7,8,9
5.3,11.0,5,6,7
6.3,2.0,6,7,8
6.7,40.0,4,5,6
6.6,85.0,6,7,8
6.9,49.0,4,5,6
6.7,33.0,3,4,5
7.6,116.0,6,7,8
7.9,14.06,2,3,4
6.8,39.0,3,4,5
7.7,22.0,6,7,8
6.5,30.0,4,5,6
6.6,30.0,4,5,6
6.6,27.0,3,4,5
5.9,13.0,7,8,9
6.5,10.0,5,6,7
7.5,33.0,5,6,7
5.4,10.0,5,6,7
6.6,31.0,3,4,5
7.9,24.0,4,5,6
6.8,12.0,7,8,9
7.1,39.0,5,6,7
6.6,13.23,3,4,5
6.6,11.0,5,6,7
6.5,10.0,5,6,7
8.1,18.0,5,6,7
6.7,24.0,5,6,7
6.7,11.0,5,6,7
6.6,33.0,3,4,5
6.7,12.0,5,6,7
6.7,20.0,4,5,6
6.8,60.0,9,10,11
6.7,14.0,7,8,9
5.5,5.0,5,6,7
7.8,20.1,5,6,7
5.9,16.0,6,7,8
8.0,46.0,5,6,7
7.3,10.0,7,8,9
5.8,10.0,7,8,9
7.0,33.0,7,8,9
7.0,100.0,5,6,7
5.4,10.0,2,3,4
6.6,131.8,4,5,6
6.8,11.0,0,1,2
5.1,8.0,5,6,7
6.6,10.0,2,3,4
6.1,8.0,5,6,7
6.4,9.0,6,7,8
5.7,5.0,6,7,8
6.7,33.0,4,5,6
6.6,53.0,3,4,5
7.1,50.0,6,7,8
7.2,16.0,2,3,4
6.8,10.0,2,3,4
6.5,28.737,5,6,7
7.3,33.0,7,8,9
5.2,49.0,5,6,7
8.8,23.0,7,8,9
6.6,25.0,6,7,8
6.8,50.0,5,6,7
6.5,13.4,5,6,7
6.8,101.0,4,5,6
7.5,25.21,6,7,8
7.0,19.9,6,7,8
7.2,31.0,4,5,6
6.6,8.45,2,3,4
6.2,18.0,5,6,7
6.0,5.0,6,7,8
7.3,10.0,7,8,9
7.8,23.5,6,7,8
6.7,100.0,6,7,8
8.3,26.0,6,7,8
8.3,598.1,4,5,6
7.2,24.0,5,6,7
6.8,12.59,4,5,6
5.2,42.0,1,2,3
7.7,10.0,5,6,7
5.4,11.0,3,4,5
7.1,30.0,4,5,6
7.7,40.0,5,6,7
5.8,16.0,6,7,8
7.1,10.0,6,7,8
7.0,66.0,5,6,7
6.1,10.0,6,7,8
6.6,10.0,5,6,7
6.9,20.0,3,4,5
6.7,33.0,3,4,5
7.3,82.0,6,7,8
7.8,24.4,7,8,9
7.1,10.0,5,6,7
7.5,145.0,5,6,7
8.2,600.0,3,4,5
5.7,18.0,5,6,7
5.0,8.0,6,7,8
6.9,27.0,3,4,5
8.1,28.93,6,7,8
6.7,33.0,4,5,6
6.5,10.0,4,5,6
6.8,87.2,5,6,7
5.1,10.0,6,7,8
6.8,112.0,4,5,6
6.9,10.0,5,6,7
6.3,10.0,6,6,8
6.9,9.97,3,4,5
7.3,10.0,7,8,9
8.4,34.0,4,5,6
6.8,51.798,5,6,7
6.9,21.0,5,6,7
6.6,10.0,5,6,7
6.0,29.0,7,8,9
7.1,50.0,6,7,8
7.1,19.0,7,8,9
6.8,32.0,6,7,8
7.7,33.0,4,5,6
6.5,10.0,6,7,8
6.2,12.0,2,3,4
6.5,10.0,5,6,7
7.1,10.0,7,8,9
5.4,10.0,6,7,8
6.1,33.0,5,6,7
6.0,18.0,1,2,3
6.5,37.0,1,2,3
6.9,19.0,7,8,9
7.6,33.0,5,6,7
6.5,228.4,2,3,4
5.7,18.0,6,7,8
7.2,120.0,5,6,7
6.4,13.0,4,5,6
7.0,29.0,4,5,6
8.4,30.0,5,6,7
6.9,29.0,5,6,7
6.5,33.93,4,5,6
6.8,10.0,7,8,9
6.6,33.0,4,5,6
6.0,15.0,5,6,7
5.8,48.0,6,7,8
6.1,37.0,4,5,6
6.5,29.0,3,4,5
7.0,29.0,4,5,6
6.7,200.7,2,3,4
6.1,15.0,5,6,7
6.8,219.96,2,3,4
7.3,37.0,3,4,5
6.7,13.0,3,4,5
7.9,33.0,5,6,7
5.2,10.0,3,4,5
6.4,3.0,6,7,8
7.7,60.0,6,7,8
6.3,12.0,5,6,7
7.0,11.0,6,7,8
6.8,53.0,4,5,6
6.6,18.0,5,6,7
6.5,33.0,4,5,6
8.2,600.0,3,4,5
6.5,15.0,8,9,10
7.3,120.0,8,9,10
6.8,15.46,4,5,6
6.6,10.0,2,3,4
7.5,91.0,6,7,8
8.0,35.0,6,7,8
6.2,19.0,5,6,7
7.1,35.0,5,6,7
6.1,15.0,5,6,7
5.0,11.0,4,5,6
6.7,10.0,2,3,4
5.0,5.0,6,7,8
6.5,5.0,5,6,7
6.9,115.0,2,3,4
6.9,30.0,5,6,7
6.9,8.0,7,8,9
6.6,10.0,6,7,8
5.1,26.0,6,7,8
6.7,55.0,5,6,7
6.6,20.0,4,5,6
7.5,20.0,8,9,10
6.4,10.0,6,7,8
7.5,43.37,4,5,6
7.7,40.0,8,9,10
5.6,15.0,5,6,7
6.6,18.7,2,3,4
6.9,35.0,4,5,6
4.8,12.0,5,6,7
6.1,6.0,3,4,5
7.5,18.0,7,8,9
6.5,20.0,2,3,4
7.5,390.0,0,1,2
6.8,50.0,5,6,7
6.5,20.0,5,6,7
5.8,22.0,5,6,7
7.6,24.0,5,6,7
6.8,39.0,3,4,5
8.5,25.0,9,10,11
6.8,18.0,5,6,7
6.2,16.0,6,7,8
6.5,33.0,5,6,7
5.5,70.0,8,9,10
7.9,100.0,8,9,10
6.6,35.0,5,6,7
6.9,26.0,7,8,9
8.1,13.0,7,8,9
6.7,11.0,5,6,7
3.6,10.0,3,4,5
6.8,16.0,5,6,7
7.6,22.0,6,7,8
7.3,28.0,3,4,5
6.7,11.0,2,3,4
7.7,20.0,7,8,9
7.8,20.59,7,8,9
6.7,31.0,4,5,6
6.5,30.0,4,5,6
8.4,40.0,7,8,9
8.2,25.1,4,5,6
6.5,8.0,2,3,4
5.1,5.0,6,7,8
8.8,22.9,7,8,9
6.8,13.7,4,5,6
7.8,31.0,5,6,7
6.0,10.0,7,8,9
7.8,23.5,6,7,8
7.4,55.0,5,6,7
6.6,17.0,3,4,5
7.3,15.0,5,6,7
7.9,35.0,5,6,7
6.8,535.0,1,2,3
6.7,30.0,3,4,5
7.3,20.0,8,9,10
4.9,4.0,2,3,4
7.7,20.0,9,10,11
7.1,86.0,5,6,7
7.4,33.0,5,6,7
7.0,10.0,3,4,5
8.1,30.0,5,6,7
6.8,559.0,1,2,3
6.4,26.0,3,4,5
7.0,21.0,6,7,8
8.0,27.9,7,8,9
6.0,8.0,6,7,8
6.5,21.0,4,5,6
6.8,535.0,1,2,3
7.1,18.0,8,9,10
7.5,33.0,3,4,5
7.6,33.0,3,4,5
6.6,10.0,7,8,9
6.8,21.0,5,6,7
6.8,10.0,7,8,9
6.5,529.0,1,2,3
6.5,59.0,5,6,7
6.9,24.0,5,6,7
7.1,21.43,3,4,5
7.1,35.0,2,3,4
6.7,12.0,5,6,7
6.6,10.0,5,6,7
6.8,198.0,3,4,5
6.6,33.0,4,5,6
6.7,10.0,6,7,8
7.1,21.0,4,5,6
7.8,31.0,5,6,7
7.8,18.0,10,11,12
6.5,110.57,3,4,5
6.6,25.7,3,4,5
6.9,70.0,5,6,7
9.2,25.0,9,10,11
7.5,20.0,8,9,10
7.6,13.0,8,9,10
7.5,55.0,6,7,8
6.8,22.0,2,3,4
6.2,33.0,8,9,10
7.5,38.0,4,5,6
6.9,15.0,7,8,9
6.9,414.5,1,2,3
